painting,emotion
gustave-dore_troubadours-singing-the-glories-of-the-crusades,contentment
gheorghe-tattarescu_chickens,contentment
maurice-prendergast_green-dress-1894,amusement
jacques-villon_le-petit-man-ge-rue-caulaincourt-1905,excitement
mikhail-nesterov_the-hermit-1889,sadness
henri-fantin-latour_vase-of-flowers-queens-daisies-1872,contentment
sam-francis_coral-trails-1986,anger
mikalojus-ciurlionis_winter-ii-1907,fear
childe-hassam_east-headland-pool,awe
jean-david_children,contentment
henri-matisse_the-ostrich-feather-hat,amusement
childe-hassam_promenade-at-sunset-paris-1889,amusement
salvador-dali_iesu-transfigurato-mark-9-4f-1964,awe
nicholas-roerich_battle-1906,excitement
robert-goodnough_abduction-by-boat-1963,amusement
istvan-farkas_on-the-beach-under-purple-sky-1934,awe
gustave-courbet_portrait-of-jules-antoine-castagnary-1870,awe
george-mavroides_girl,disgust
jan-sluyters_portrait-of-the-20-year-old-ina-leaves-1932,amusement
le-pho_the-arrival-of-summer,awe
le-pho_hibiscus-and-birds-1940,contentment
eugene-boudin_cattle-market-at-daoulas-brittany-1861,contentment
henri-fantin-latour_daisies-and-dahlias-1872,awe
helene-schjerfbeck_self-portrait-with-black-mouth-1939,fear
gustave-courbet_pierre-joseph-proudhon-and-his-children-in-1853-1865,contentment
rodolfo-arico_poligonale-orfico-1988,contentment
henryk-siemiradzki_the-death-of-alexander-nevsky,sadness
gustave-dore_the-little-thumb,fear
ion-nicodim_tapestry,contentment
theodoros-stamos_corinth-1959,excitement
nicholas-roerich_ladakh-himalayas,awe
childe-hassam_church-at-old-lyme-2,contentment
gustave-dore_cain-and-abel-offering-their-sacrifices,sadness
camille-pissarro_landscape-at-osny,contentment
george-catlin_ball-players,contentment
mikalojus-ciurlionis_prelude-1908,fear
nicholas-roerich_himalayas-15,contentment
nicholas-roerich_by-the-edge-1915,sadness
henri-de-toulouse-lautrec_old-man-at-celeyran-1882,sadness
karl-schrag_fragrant-breeze-at-nightfall,contentment
george-mavroides_vase-with-flowers-1992,contentment
vasile-dobrian_where-the-autumn-has-passed-it-all-became-dust-from-the-autumn-series,awe
oskar-kokoschka_not_detected_235929,contentment
william-hogarth_caliban-from-the-tempest-of-william-shakespeare,disgust
camille-pissarro_the-picnic,contentment
henri-matisse_odalisque-with-magnolia-1924,amusement
camille-pissarro_the-path-in-the-village-1875,contentment
jean-baptiste-simeon-chardin_the-silver-tureen-1728,sadness
guido-reni_cleopatra-1,fear
maurice-prendergast_the-idlers,disgust
rufino-tamayo_mujer-en-gris-1931,disgust
gustave-dore_the-order-of-chivalry,awe
nicholas-roerich_curtain-and-portal-for-snow-maiden-1919,sadness
gustave-courbet_the-english-horse-of-m-duval,contentment
istvan-ilosvai-varga_nagyb-nya-1929,contentment
raoul-dufy_the-beach-at-havre-1910,contentment
george-pemba_young-xhoza-girl-1942,awe
childe-hassam_october-sundown-newport-1901,awe
henri-fantin-latour_bouquet-of-flowers-pansies-1883,contentment
jacob-jordaens_christ-comes-as-a-gardener-to-three-marys,awe
michel-simonidy_allegorical-landscape,contentment
gustave-dore_plate-no-26-book-vi-line-406-now-night-her-course-began-1882,fear
konstantin-korovin_pier-at-the-factory-in-murmansk,contentment
camille-pissarro_the-thaw-eragny-1893,contentment
maurice-utrillo_gate-saint-martin-in-paris,contentment
maurice-prendergast_head-of-a-girl-with-roses,disgust
michel-simonidy_nude-with-blue-vase-1925,awe
jan-steen_cat-family,excitement
nicholas-roerich_kangchenjunga-1924,awe
fyodor-bronnikov_capuchin-1881,awe
ivan-nikitin_chancelor-g-i-golovkin,amusement
ferdinand-hodler_battle-scenes,disgust
nicholas-roerich_bogatyrs-woke-up-1940,fear
georges-braque_the-studio-viii-1954,excitement
george-stubbs_study-of-a-fowl-lateral-view-with-skin-and-underlying-fascial-layers-removed-from-a-comparative,disgust
guido-reni_repentant-peter-1637,awe
gian-lorenzo-bernini_portrait-of-a-man-with-a-moustache(1),contentment
georgios-jakobides_grandma-s-favourite-1893,contentment
henri-matisse_notre-dame-1914,contentment
childe-hassam_still-life-fruits-1,awe
ronnie-landfield_gates-of-blue-1975,contentment
nicholas-roerich_gang-cold-ravine-1946(1),excitement
victor-pasmore_brown-symphony-1979,disgust
helene-schjerfbeck_smiling-girl-1921,fear
joshua-reynolds_the-4th-duke-of-queensbury-as-earl-of-march-1760,awe
henry-raeburn_ann-fraser-mrs-alexander-fraser-tytler-1806,contentment
henri-matisse_pink-nude-or-seated-nude-1909,excitement
childe-hassam_under-the-lilacs,contentment
fyodor-bronnikov_portrait-of-an-old-man,excitement
iosif-iser_tatar-women,sadness
maurice-prendergast_st-malo-also-known-as-sketch-st-malo,excitement
childe-hassam_gloucester-harbor-1,awe
grigoriy-myasoyedov_pushkin-and-his-friends-listen-to-mickiewicz-in-the-salon-of-princess-zinaida-volkonskaya-1907,contentment
sam-francis_sf59-040-1959,contentment
gustave-dore_don-quixote-7,fear
tarsila-do-amaral_a-cuca-1924,amusement
childe-hassam_indian-summer-in-madison-square,contentment
ilya-mashkov_still-life-with-a-horse-skull-1914,contentment
george-bouzianis_portrait-of-mrs-kountse-1909,fear
nicholas-roerich_armageddon,excitement
childe-hassam_the-snowy-winter-of-1918-new-york,sadness
sam-francis_blue-frame-1976,awe
gustave-courbet_the-flood-gate-at-optevoz-1854,contentment
ilya-mashkov_st-george-killing-the-dragon-1918,excitement
konstantinos-parthenis_the-harbor-of-kalamata-1911,contentment
jacek-malczewski_death-1902,fear
jan-steen_pub-garden-1663,contentment
michel-simonidy_the-ball-1899,contentment
gustave-dore_the-death-of-athaliah,sadness
nicholas-roerich_garden-of-eden,contentment
gustave-dore_the-dishonorable-truce,awe
jules-cheret_taverne-olympia-restaurant-1896,amusement
claude-monet_cliffs-at-pourville-in-the-fog,contentment
salvador-dali_tolle-tolle-crucifige-eum-john-19-15-1967,awe
jack-bush_lake-superior-near-thunder-bay-1941,awe
gustave-dore_the-death-of-absalom,fear
georges-braque_lemons-1929,amusement
gustave-dore_don-quixote-60,fear
vasile-dobrian_there-are-only-two-steps-until-the-edge-of-the-infinite-from-the-archways-series,amusement
maurice-prendergast_may-day-central-park-1901,excitement
horia-bernea_hill-1975,awe
mstislav-dobuzhinsky_roadway-in-vilnius-1910,contentment
nicholas-roerich_himalayas-60,contentment
koloman-moser_a-crouching-woman,fear
maurice-utrillo_landscape-in-saint-bernard,contentment
henri-fantin-latour_roses-in-a-stemmed-glass-1890,contentment
sam-francis_blue-balls-v-1962,awe
gustave-courbet_seascape-1,fear
mikalojus-ciurlionis_silense-1907,contentment
william-hogarth_the-denunciation,amusement
niko-pirosmani_little-kinto,disgust
gustave-dore_saladin,disgust
rene-magritte_landscape-1920(1),disgust
claude-monet_argenteuil-seen-from-the-small-arm-of-the-seine(1),contentment
gustave-dore_jesus-and-the-woman-of-samaria,contentment
sam-francis_untitled-exp-sf-56-04-1982,anger
william-hogarth_the-ball,amusement
henri-matisse_pont-saint-michel-in-paris,contentment
henri-matisse_spanish-woman-with-a-tamborine-1909,excitement
henri-matisse_flowers-and-ceramic-plate,disgust
gustave-dore_venus-charles-martel,awe
georges-braque_bird-returning-to-it-s-nest-1956,amusement
kazuo-nakamura_blue-reflections-1963,awe
giovanni-boldini_apples,contentment
vladimir-tatlin_the-fishmonger-1911,excitement
nicholas-roerich_old-pskov-1904,contentment
henri-fantin-latour_roses-and-nasturtiums-in-a-vase-1883,contentment
guido-reni_st-joseph,contentment
ronnie-landfield_jubilant-blue-1972,contentment
guido-reni_st-filippo-neri-in-ecstasy-1614,awe
mary-fedden_cat-1981,excitement
frank-auerbach_e-o-w-on-her-blue-eiderdown-iii,awe
le-nain-brothers_the-old-player-of-flageolet,contentment
gustave-moreau_shepherds-viewing-passing-soldiers,fear
childe-hassam_posilippo,excitement
paul-bril_the-stag-hunt-1595,excitement
gustave-courbet_the-meeting-bonjour-monsieur-courbet-1854,amusement
robert-nickle_untitled-black-on-orange-1969,anger
mary-fedden_quail-eggs-1983,excitement
vasile-dobrian_get-yourselves-accustomed-with-the-dizzy-detachments-from-earth-from-the-archways-series,contentment
camille-pissarro_the-market,contentment
childe-hassam_geraniums,contentment
gustave-dore_crusaders-surrounded-by-saladin-s-army-1877,awe
guido-reni_saint-peter,fear
stuart-davis_new-york-waterfront-1938,excitement
george-stubbs_portrait-of-john-nelthorpe-as-a-child,contentment
gosta-adrian-nilsson_gatuscen,contentment
karl-schrag_treetops-autumn-moon-1972,contentment
leon-bakst_cleopatre-greek-dancer-1910,excitement
jacek-malczewski_destiny-1917,sadness
jacek-malczewski_death-1917,amusement
sam-francis_beaudelaire-1986,contentment
kimon-loghi_on-the-shore-1934,contentment
nicholas-roerich_himalayas-morning-1940,sadness
sam-francis_untitled-from-pasadena-box-lembark-l59-1963,amusement
nicholas-roerich_arjuna,fear
ernst-ludwig-kirchner_two-nudes-in-the-wood-ii,amusement
hercules-seghers_river-valley,awe
stuart-davis_seine-cart-1939,amusement
koloman-moser_waidmannsheil-1896,contentment
mario-zanini_vilarejo-com-marinha,contentment
sam-francis_la-primavera-fredda-cold-spring-1988,contentment
vicente-manansala_mother-and-child-1981,contentment
jacek-malczewski_polonia-1914,excitement
george-stubbs_portrait-of-a-monkey-1774,amusement
martiros-saryan_costume-design-for-the-opera-by-rimsky-korsakov-s-golden-cockerel-1931,amusement
niko-pirosmani_girl-with-a-baloon,amusement
george-stubbs_john-and-sophia-musters-riding-at-colwick-hall-1777,contentment
nicholas-roerich_pantokrator-1909,awe
camille-pissarro_the-fishmarket-dieppe-2-1902,awe
william-hogarth_before-the-seduction-and-after-1731,amusement
willem-de-kooning_night,contentment
childe-hassam_mount-vernon-street-boston,contentment
gustave-dore_adam-and-eve-are-driven-out-of-eden,fear
jacob-jordaens_child-s-head-1620,amusement
jan-steen_choice-between-richness-and-youth-1663,fear
gustave-dore_don-quixote-147,disgust
peter-paul-rubens_annunciation,awe
gustave-dore_paradise-lost-9,fear
gustave-dore_don-quixote-59,fear
gustave-dore_death-of-baldwin-i-the-latin-king-of-jerusalem-1877,sadness
childe-hassam_ice-on-the-hudson,contentment
henri-matisse_nasturtiums-with-the-dance-ii-1912,disgust
niko-pirosmani_tea-beer,amusement
juan-de-valdes-leal_coronation-of-san-jos,awe
henri-matisse_reclining-nude-back-1927,disgust
jan-sluyters_heeze,awe
nicholas-roerich_himalayas-7,awe
ivan-milev_our-mothers-are-always-dressed-in-black-1926,sadness
georges-braque_the-pedestal-1938,disgust
frank-auerbach_albero-di-fronte,disgust
claude-monet_boats-in-the-pool-of-london-1871,excitement
jan-steen_easy-come-easy-go,contentment
childe-hassam_the-holly-farm,contentment
childe-hassam_old-bottle-man,contentment
gustave-courbet_still-life-with-apples-and-pomegranates-1871,disgust
tarsila-do-amaral_the-moon-1928,amusement
maurice-prendergast_crescent-beach-also-known-as-crescent-beach-st-malo,contentment
henri-matisse_woman-in-a-hat,contentment
mstislav-dobuzhinsky_garden-1915,contentment
radi-nedelchev_roosters-1967,excitement
heorhiy-narbut_self-portrait-with-family-1915,contentment
gustave-dore_the-inferno-canto-32-1,fear
camille-pissarro_the-banks-of-the-oise-pontoise-also-known-as-man-fishing-1878,contentment
henry-raeburn_john-playfair,awe
gustave-dore_idylls-of-the-king-9,fear
claude-monet_camille-with-green-parasol,amusement
sonya-rapoport_abstract-1954,anger
jozsef-rippl-ronai_still-life-with-oranges,contentment
kay-nielsen_catskin,contentment
helene-schjerfbeck_forty-year-old-1939,sadness
francis-picabia_the-creeks-1944,amusement
george-stubbs_a-foxhound-ringwod,contentment
maurice-prendergast_in-central-park-new-york,contentment
gustave-dore_don-quixote-135,contentment
paul-bril_coastal-landscape-1596,fear
giovanni-boldini_in-the-studio,amusement
paul-bril_diana-and-her-nymphs-at-the-hunt-1600,excitement
henri-matisse_not-identified-20,contentment
salvador-dali_crystalline-still-life,contentment
camille-pissarro_the-potato-harvest-1874,sadness
theo-van-doesburg_composition-iv-still-life-1916,contentment
gustave-dore_battle-of-antioch,awe
maurice-de-vlaminck_the-village,contentment
nicholas-roerich_himalayas-1936,contentment
ferdinand-hodler_olive-trees-in-spain-1878,contentment
tarsila-do-amaral_second-class,fear
terry-frost_winter-1956-yorkshire-1956,disgust
peter-paul-rubens_etude-of-lion,fear
raoul-dufy_hommage-to-mozart-1915,excitement
gustave-dore_isaiah-s-vision-of-the-destruction-of-babylon,fear
gustave-dore_the-whore-and-the-giant,fear
childe-hassam_bridge-at-old-lyme,contentment
georges-braque_bird-and-it-s-nest,contentment
george-mavroides_on-a-couch,sadness
gustave-dore_the-sultana-chegger-eddour-and-the-emir-saif-eddin,fear
henri-matisse_still-life-16,contentment
giovanni-boldini_portrait-of-lady-nanne-schrader-1903,awe
walasse-ting_sweet-milky-way-1969,amusement
gustave-dore_beatrice-virgil,awe
henri-matisse_the-stream-near-nice,contentment
georgios-jakobides_cold-shower-1898,awe
childe-hassam_an-evening-street-scene-pont-aven,contentment
ivan-nikitin_peter-i-on-his-deathbed-1725,sadness
nicholas-roerich_in-the-castle-1913,fear
sam-gilliam_baptistry-1975,excitement
fyodor-solntsev_from-portrait-of-margaret-alekseevny,contentment
sam-francis_2-pri-rain-1964,anger
jean-baptiste-simeon-chardin_the-canary,fear
claude-monet_customs-house-at-varengaville,contentment
helene-schjerfbeck_green-bench-1928,contentment
salvador-dali_group-surrounding-a-reclining-nude-velazquez-1981,disgust
childe-hassam_fifth-avenue-aka-sunday-on-fifth-avenue-1891,contentment
lovis-corinth_in-the-woods-near-bernried-1892,awe
georges-braque_a-bird-passing-through-a-cloud-1957-1,contentment
istvan-nagy_humid-landscape-in-transylvania-b-k-s-1928,fear
nicholas-roerich_old-king-1910,contentment
george-bouzianis_still-life-with-cheese-bread-1932,disgust
childe-hassam_bathing-pool-appledore,contentment
gustave-dore_gaining-converts,sadness
konstantin-somov_sunday,awe
gustave-dore_slaughter-of-the-sons-of-zedekiah-before-their-father-1866,fear
nicholas-roerich_lahaul-himalayas-1932,contentment
childe-hassam_village-scene-1885,contentment
franz-marc_portrait-of-the-artist-s-mother-1902,contentment
theodoros-stamos_reward-2-1960,fear
nicholas-roerich_krishna-lel-1,contentment
frank-auerbach_portrait-of-julia,sadness
efim-volkov_marsh-in-autumn,awe
ferdinand-hodler_devotion-1882,awe
william-h.-johnson_convalescents-from-somewhere-1944,amusement
childe-hassam_the-gorge-appledore,excitement
gustave-dore_the-inferno-canto-9,fear
georgios-jakobides_grassy-field-1890,contentment
george-bouzianis_topio-sto-aixenaou-1928,contentment
nicholas-roerich_coast-ledenets-1919-1,awe
leon-bakst_costume-design-for-scheherazade-1910,excitement
gustave-dore_paradise-lost-8,fear
henri-fantin-latour_still-life-vase-of-hydrangeas-and-ranunculus-1866,awe
fyodor-vasilyev_bay,fear
gustave-dore_ephialtes(1),fear
willi-baumeister_the-sculptor-1923,anger
george-bouzianis_ksaplwth-gunaika-1930,disgust
nicholas-roerich_jeanne-d-arc-in-the-fire-1930,sadness
hendrick-terbrugghen_a-laughing-bravo-with-a-bass-viol-and-a-glass,amusement
camille-pissarro_the-effect-of-snow-at-l-hermitage-pontoise-1875,contentment
paul-bril_landscape-with-boats-on-a-river-1612,contentment
roy-lichtenstein_the-red-horseman-1974,excitement
theodoros-stamos_infinity-field-jerusalem-series-iv-1984,fear
nicholas-roerich_himalayas-63,contentment
mikalojus-ciurlionis_allegro-sonata-of-the-sumer-1908(1),excitement
ilya-mashkov_reclining-nude-1918,disgust
william-h.-johnson_harlem-street-scene-with-full-moon-1940(1),amusement
gustave-dore_the-departure-of-thibault-king-of-navarre,fear
konstantin-somov_book-of-the-marquise-illustration-4,fear
guido-reni_mary-with-child-1635,awe
gustave-dore_inferno-canto-4,disgust
octav-bancila_sf-r-itul-permisiei-1898,contentment
henri-fantin-latour_roses-and-clematis-1883,awe
nicholas-roerich_fight-with-the-dragon-1912,awe
mikalojus-ciurlionis_the-goat-1904,awe
giovanni-boldini_portrait-of-a-girl,awe
william-congdon_harbor-scene-1955,anger
childe-hassam_fishing,contentment
salvador-dali_elias-per-turbinem-super-currus-igneus-1967,amusement
claude-monet_camille-monet-on-her-deathbed,fear
gustave-dore_the-vessel,sadness
jacob-jordaens_the-artist-s-family,fear
mikalojus-ciurlionis_my-road-ii-1907,awe
eugene-boudin_spray-of-flowers-1858,contentment
felix-vallotton_my-portrait-1885,sadness
claude-monet_branch-of-lemons,contentment
ion-tuculescu_composition-wtih-dolls,fear
nicholas-roerich_battle-of-kerzhenets-1911,excitement
sam-francis_untitled-monotype-with-woodcut,excitement
maurice-denis_regata-at-perros,awe
filipp-malyavin_lenin-1920,contentment
henri-fantin-latour_roses-in-a-bowl-1883,contentment
maurice-prendergast_courtyard-scene-siena,contentment
jacob-jordaens_portrait-of-the-artist-s-daughter-elizabeth-1640,awe
vajda-lajos_sisters-1936,amusement
mikhail-vrubel_the-flying-demon,awe
willem-de-kooning_untitled-verso-untitled,disgust
jacek-malczewski_angel-and-the-little-shepherd-boy-1,contentment
frantisek-kupka_prometheus-in-chains-1905-1,disgust
gustave-dore_the-true-cross,fear
nicholas-roerich_kangchenjunga-1924-2,contentment
william-hogarth_a-harlot-s-progress-plate-4,disgust
childe-hassam_rainy-day-boston,awe
ilya-mashkov_raspberry-1939,disgust
childe-hassam_the-little-pond-appledore,contentment
ernst-ludwig-kirchner_women,disgust
joseph-wright_portrait-of-dr-erasmus-darwin-1731-1802-scientist-inventor-and-poet-grandfather-of-charles-1770,amusement
sam-francis_sf48-004-1948,contentment
gustave-dore_bohemond-alone-mounts-the-rampart-of-antioch-crusades-bohemond-mounts-rampart-of-antioch,fear
